🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w87.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_87.world <<<<<<<<<<<<<<<<<<
[WARN] [1749866519.115713, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1749866533.498171, 0.000000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:38793]
Time: 0.02 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.22 (m)
Time: 89.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 90.92 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.13 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.45 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 91.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.20 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.52 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 92.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.15 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.36 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 93.89 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.00 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.10 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.21 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.31 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.42 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.52 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 94.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.15 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.36 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.67 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 95.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 96.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.80 (s), x: -2.60 (m), y: 4.10 (m)
Time: 97.91 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.02 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.55 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 98.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.38 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 99.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 100.00 (s), x: -2.60 (m), y: 4.10 (m)
Time: 100.11 (s), x: -2.60 (m), y: 4.10 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation timeout with time 100.1080 (s)
Navigation metric: 0.0000
