🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w300.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with DynaBARN/world_0.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: 10.93 (m), y: 0.08 (m)
Time: 0.11 (s), x: 10.90 (m), y: 0.08 (m)
Time: 0.22 (s), x: 10.88 (m), y: 0.07 (m)
Time: 88.56 (s), x: 11.05 (m), y: 0.03 (m)
Time: 88.66 (s), x: 11.05 (m), y: 0.03 (m)
Time: 88.77 (s), x: 11.05 (m), y: 0.03 (m)
Time: 88.87 (s), x: 11.05 (m), y: 0.03 (m)
Time: 88.97 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.07 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.18 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.28 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.38 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.48 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.59 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.70 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.80 (s), x: 11.05 (m), y: 0.03 (m)
Time: 89.90 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.01 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.11 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.21 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.31 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.42 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.52 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.62 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.73 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.83 (s), x: 11.05 (m), y: 0.03 (m)
Time: 90.93 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.04 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.14 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.24 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.35 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.45 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.55 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.66 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.76 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.86 (s), x: 11.05 (m), y: 0.03 (m)
Time: 91.96 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.07 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.17 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.27 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.38 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.48 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.58 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.68 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.79 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.89 (s), x: 11.05 (m), y: 0.03 (m)
Time: 92.99 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.10 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.20 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.30 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.41 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.51 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.61 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.71 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.82 (s), x: 11.05 (m), y: 0.03 (m)
Time: 93.92 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.02 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.13 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.23 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.33 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.44 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.54 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.64 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.75 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.85 (s), x: 11.05 (m), y: 0.03 (m)
Time: 94.95 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.05 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.16 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.26 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.36 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.47 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.57 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.67 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.77 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.88 (s), x: 11.05 (m), y: 0.03 (m)
Time: 95.98 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.08 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.19 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.29 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.39 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.49 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.60 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.70 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.80 (s), x: 11.05 (m), y: 0.03 (m)
Time: 96.91 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.01 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.11 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.22 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.32 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.42 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.52 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.63 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.73 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.83 (s), x: 11.05 (m), y: 0.03 (m)
Time: 97.94 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.04 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.14 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.25 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.35 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.45 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.55 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.66 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.76 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.86 (s), x: 11.05 (m), y: 0.03 (m)
Time: 98.97 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.07 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.17 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.28 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.38 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.48 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.58 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.69 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.79 (s), x: 11.05 (m), y: 0.03 (m)
Time: 99.89 (s), x: 11.05 (m), y: 0.03 (m)
Time: 100.00 (s), x: 11.05 (m), y: 0.03 (m)
Time: 100.10 (s), x: 11.05 (m), y: 0.03 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation timeout with time 100.1000 (s)
Navigation metric: 0.0000
