🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w300.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with DynaBARN/world_0.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: 10.95 (m), y: 0.09 (m)
Time: 0.12 (s), x: 10.93 (m), y: 0.10 (m)
Time: 0.22 (s), x: 10.92 (m), y: 0.11 (m)
Time: 89.88 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.99 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.09 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.30 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.41 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.51 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.62 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.73 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.83 (s), x: 11.00 (m), y: 0.03 (m)
Time: 90.94 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.04 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.15 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.36 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.47 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.57 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.68 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.79 (s), x: 11.00 (m), y: 0.03 (m)
Time: 91.89 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.00 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.10 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.21 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.32 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.42 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.53 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.74 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.84 (s), x: 11.00 (m), y: 0.03 (m)
Time: 92.95 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.06 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.17 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.27 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.49 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.60 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.70 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.81 (s), x: 11.00 (m), y: 0.03 (m)
Time: 93.92 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.03 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.13 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.24 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.45 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.56 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.67 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.77 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.88 (s), x: 11.00 (m), y: 0.03 (m)
Time: 94.99 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.09 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.31 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.41 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.52 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.73 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.84 (s), x: 11.00 (m), y: 0.03 (m)
Time: 95.95 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.06 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.16 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.27 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.48 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.59 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.70 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.80 (s), x: 11.00 (m), y: 0.03 (m)
Time: 96.91 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.02 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.12 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.23 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.44 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.55 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.66 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.76 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.87 (s), x: 11.00 (m), y: 0.03 (m)
Time: 97.97 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.08 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.19 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.29 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.40 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.50 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.61 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.72 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.82 (s), x: 11.00 (m), y: 0.03 (m)
Time: 98.93 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.03 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.14 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.25 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.35 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.46 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.56 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.67 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.78 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.88 (s), x: 11.00 (m), y: 0.03 (m)
Time: 99.99 (s), x: 11.00 (m), y: 0.03 (m)
Time: 100.10 (s), x: 11.00 (m), y: 0.03 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation timeout with time 100.1000 (s)
Navigation metric: 0.0000
