🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w195.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_195.world <<<<<<<<<<<<<<<<<<
[WARN] [1750040091.513122, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1750040113.867954, 0.000000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:46665]
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.11 (s), x: -1.99 (m), y: 3.13 (m)
Time: 0.21 (s), x: -1.99 (m), y: 3.14 (m)
Time: 85.59 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.69 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.79 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.89 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.99 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.09 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.20 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.30 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.40 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.50 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.60 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.70 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.80 (s), x: -2.00 (m), y: 3.15 (m)
Time: 86.90 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.01 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.21 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.31 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.41 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.51 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.61 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.71 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.82 (s), x: -2.00 (m), y: 3.15 (m)
Time: 87.92 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.02 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.12 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.22 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.32 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.42 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.52 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.62 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.73 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.83 (s), x: -2.00 (m), y: 3.15 (m)
Time: 88.93 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.03 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.13 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.23 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.33 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.43 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.54 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.64 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.74 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.84 (s), x: -2.00 (m), y: 3.15 (m)
Time: 89.94 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.04 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.14 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.25 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.35 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.45 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.55 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.65 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.75 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.85 (s), x: -2.00 (m), y: 3.15 (m)
Time: 90.96 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.06 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.16 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.26 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.36 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.46 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.56 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.67 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.77 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.87 (s), x: -2.00 (m), y: 3.15 (m)
Time: 91.97 (s), x: -2.00 (m), y: 3.15 (m)
Time: 92.07 (s), x: -2.00 (m), y: 3.15 (m)
Time: 92.18 (s), x: -1.99 (m), y: 3.15 (m)
Time: 92.28 (s), x: -1.96 (m), y: 3.13 (m)
Time: 92.38 (s), x: -1.94 (m), y: 3.13 (m)
Time: 92.49 (s), x: -1.93 (m), y: 3.14 (m)
Time: 92.59 (s), x: -1.92 (m), y: 3.14 (m)
Time: 92.69 (s), x: -1.91 (m), y: 3.15 (m)
Time: 92.80 (s), x: -1.91 (m), y: 3.15 (m)
Time: 92.90 (s), x: -1.92 (m), y: 3.13 (m)
Time: 93.00 (s), x: -1.94 (m), y: 3.08 (m)
Time: 93.10 (s), x: -1.98 (m), y: 2.99 (m)
Time: 93.20 (s), x: -2.02 (m), y: 2.88 (m)
Time: 93.31 (s), x: -2.09 (m), y: 2.73 (m)
Time: 93.41 (s), x: -2.15 (m), y: 2.59 (m)
Time: 93.51 (s), x: -2.22 (m), y: 2.43 (m)
Time: 93.62 (s), x: -2.29 (m), y: 2.27 (m)
Time: 93.72 (s), x: -2.37 (m), y: 2.12 (m)
Time: 93.82 (s), x: -2.45 (m), y: 1.97 (m)
Time: 93.92 (s), x: -2.52 (m), y: 1.83 (m)
Time: 94.03 (s), x: -2.60 (m), y: 1.70 (m)
Time: 94.13 (s), x: -2.67 (m), y: 1.57 (m)
Time: 94.23 (s), x: -2.75 (m), y: 1.46 (m)
Time: 94.33 (s), x: -2.83 (m), y: 1.35 (m)
Time: 94.43 (s), x: -2.90 (m), y: 1.26 (m)
Time: 94.54 (s), x: -2.98 (m), y: 1.18 (m)
Time: 94.64 (s), x: -3.05 (m), y: 1.10 (m)
Time: 94.74 (s), x: -3.12 (m), y: 1.04 (m)
Time: 94.84 (s), x: -3.18 (m), y: 0.98 (m)
Time: 94.94 (s), x: -3.25 (m), y: 0.92 (m)
Time: 95.04 (s), x: -3.30 (m), y: 0.88 (m)
Time: 95.15 (s), x: -3.35 (m), y: 0.83 (m)
Time: 95.25 (s), x: -3.40 (m), y: 0.79 (m)
Time: 95.35 (s), x: -3.44 (m), y: 0.76 (m)
Time: 95.45 (s), x: -3.49 (m), y: 0.73 (m)
Time: 95.55 (s), x: -3.53 (m), y: 0.70 (m)
Time: 95.66 (s), x: -3.56 (m), y: 0.67 (m)
Time: 95.76 (s), x: -3.60 (m), y: 0.65 (m)
Time: 95.86 (s), x: -3.63 (m), y: 0.62 (m)
Time: 95.96 (s), x: -3.66 (m), y: 0.61 (m)
Time: 96.07 (s), x: -3.70 (m), y: 0.58 (m)
Time: 96.17 (s), x: -3.74 (m), y: 0.56 (m)
Time: 96.27 (s), x: -3.79 (m), y: 0.53 (m)
Time: 96.37 (s), x: -3.82 (m), y: 0.52 (m)
Time: 96.48 (s), x: -3.85 (m), y: 0.51 (m)
Time: 96.58 (s), x: -3.86 (m), y: 0.51 (m)
Time: 96.68 (s), x: -3.86 (m), y: 0.52 (m)
Time: 96.78 (s), x: -3.85 (m), y: 0.53 (m)
Time: 96.88 (s), x: -3.83 (m), y: 0.54 (m)
Time: 96.99 (s), x: -3.82 (m), y: 0.56 (m)
Time: 97.09 (s), x: -3.82 (m), y: 0.56 (m)
Time: 97.19 (s), x: -3.82 (m), y: 0.55 (m)
Time: 97.29 (s), x: -3.81 (m), y: 0.55 (m)
Time: 97.40 (s), x: -3.81 (m), y: 0.54 (m)
Time: 97.50 (s), x: -3.81 (m), y: 0.54 (m)
Time: 97.60 (s), x: -3.81 (m), y: 0.53 (m)
Time: 97.70 (s), x: -3.80 (m), y: 0.53 (m)
Time: 97.80 (s), x: -3.80 (m), y: 0.52 (m)
Time: 97.91 (s), x: -3.82 (m), y: 0.51 (m)
Time: 98.01 (s), x: -3.85 (m), y: 0.50 (m)
Time: 98.11 (s), x: -3.86 (m), y: 0.50 (m)
Time: 98.22 (s), x: -3.85 (m), y: 0.49 (m)
Time: 98.32 (s), x: -3.85 (m), y: 0.49 (m)
Time: 98.42 (s), x: -3.85 (m), y: 0.48 (m)
Time: 98.52 (s), x: -3.85 (m), y: 0.48 (m)
Time: 98.62 (s), x: -3.86 (m), y: 0.47 (m)
Time: 98.72 (s), x: -3.86 (m), y: 0.47 (m)
Time: 98.82 (s), x: -3.86 (m), y: 0.46 (m)
Time: 98.92 (s), x: -3.88 (m), y: 0.46 (m)
Time: 99.03 (s), x: -3.89 (m), y: 0.46 (m)
Time: 99.13 (s), x: -3.90 (m), y: 0.46 (m)
Time: 99.23 (s), x: -3.90 (m), y: 0.45 (m)
Time: 99.33 (s), x: -3.90 (m), y: 0.45 (m)
Time: 99.43 (s), x: -3.90 (m), y: 0.44 (m)
Time: 99.53 (s), x: -3.90 (m), y: 0.43 (m)
Time: 99.63 (s), x: -3.90 (m), y: 0.43 (m)
Time: 99.74 (s), x: -3.90 (m), y: 0.42 (m)
Time: 99.84 (s), x: -3.90 (m), y: 0.42 (m)
Time: 99.94 (s), x: -3.90 (m), y: 0.41 (m)
Time: 100.04 (s), x: -3.88 (m), y: 0.41 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation timeout with time 100.0390 (s)
Navigation metric: 0.0000
