🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w300.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with DynaBARN/world_0.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: 10.95 (m), y: 0.09 (m)
Time: 0.11 (s), x: 10.93 (m), y: 0.10 (m)
Time: 0.22 (s), x: 10.92 (m), y: 0.11 (m)
Time: 87.78 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.88 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.98 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.08 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.19 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.29 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.39 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.49 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.59 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.70 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.80 (s), x: 11.00 (m), y: 0.02 (m)
Time: 88.90 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.00 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.11 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.21 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.31 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.41 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.51 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.62 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.72 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.82 (s), x: 11.00 (m), y: 0.02 (m)
Time: 89.92 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.02 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.13 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.23 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.33 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.43 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.54 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.64 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.74 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.84 (s), x: 11.00 (m), y: 0.02 (m)
Time: 90.94 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.05 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.15 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.25 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.35 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.45 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.56 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.66 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.76 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.86 (s), x: 11.00 (m), y: 0.02 (m)
Time: 91.97 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.07 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.17 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.27 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.37 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.48 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.58 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.68 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.78 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.89 (s), x: 11.00 (m), y: 0.02 (m)
Time: 92.99 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.09 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.19 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.29 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.40 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.50 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.60 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.70 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.81 (s), x: 11.00 (m), y: 0.02 (m)
Time: 93.91 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.01 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.11 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.21 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.32 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.42 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.52 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.62 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.73 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.83 (s), x: 11.00 (m), y: 0.02 (m)
Time: 94.93 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.03 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.13 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.23 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.34 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.44 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.54 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.64 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.75 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.85 (s), x: 11.00 (m), y: 0.02 (m)
Time: 95.95 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.05 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.16 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.26 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.36 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.46 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.56 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.67 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.77 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.87 (s), x: 11.00 (m), y: 0.02 (m)
Time: 96.97 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.07 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.18 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.28 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.38 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.48 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.58 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.69 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.79 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.89 (s), x: 11.00 (m), y: 0.02 (m)
Time: 97.99 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.09 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.20 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.30 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.40 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.50 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.61 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.71 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.81 (s), x: 11.00 (m), y: 0.02 (m)
Time: 98.91 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.01 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.12 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.22 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.32 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.42 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.53 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.63 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.73 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.83 (s), x: 11.00 (m), y: 0.02 (m)
Time: 99.93 (s), x: 11.00 (m), y: 0.02 (m)
Time: 100.04 (s), x: 11.00 (m), y: 0.02 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation timeout with time 100.0350 (s)
Navigation metric: 0.0000
