🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w300.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with DynaBARN/world_0.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: 10.93 (m), y: 0.08 (m)
Time: 0.11 (s), x: 10.90 (m), y: 0.08 (m)
Time: 0.22 (s), x: 10.88 (m), y: 0.07 (m)
Time: 88.55 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.66 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.76 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.86 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.97 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.07 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.17 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.27 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.38 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.48 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.58 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.79 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.89 (s), x: 11.02 (m), y: 0.08 (m)
Time: 89.99 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.20 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.30 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.40 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.61 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.71 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.81 (s), x: 11.02 (m), y: 0.08 (m)
Time: 90.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.02 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.12 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.33 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.43 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.53 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.63 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.73 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.84 (s), x: 11.02 (m), y: 0.08 (m)
Time: 91.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.04 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.14 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.25 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.35 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.45 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.55 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.66 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.76 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.86 (s), x: 11.02 (m), y: 0.08 (m)
Time: 92.96 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.07 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.17 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.27 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.37 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.48 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.58 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.89 (s), x: 11.02 (m), y: 0.08 (m)
Time: 93.99 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.30 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.40 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.61 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.71 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.81 (s), x: 11.02 (m), y: 0.08 (m)
Time: 94.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.02 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.12 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.33 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.43 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.53 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.63 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.74 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.84 (s), x: 11.02 (m), y: 0.08 (m)
Time: 95.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.05 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.15 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.25 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.35 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.46 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.56 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.66 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.77 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.87 (s), x: 11.02 (m), y: 0.08 (m)
Time: 96.97 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.07 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.18 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.28 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.38 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.48 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.59 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.69 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.79 (s), x: 11.02 (m), y: 0.08 (m)
Time: 97.90 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.00 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.10 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.20 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.31 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.41 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.51 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.61 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.72 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.82 (s), x: 11.02 (m), y: 0.08 (m)
Time: 98.92 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.03 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.13 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.23 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.33 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.44 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.54 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.64 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.75 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.85 (s), x: 11.02 (m), y: 0.08 (m)
Time: 99.95 (s), x: 11.02 (m), y: 0.08 (m)
Time: 100.05 (s), x: 11.02 (m), y: 0.08 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation timeout with time 100.0550 (s)
Navigation metric: 0.0000
